COMPONENT,Site Name,Joint Base,State Terr,Oper Stat,PERIMETER,AREA
Army Guard,NG Camp Minden Training Site,N/A,Louisiana,Active,23.49265426,23.44438486
Army Guard,NG Camp Bowie (State),N/A,Texas,Active,14.55608093,7.94648759
Army Guard,NG Cumming,N/A,Georgia,Active,0.56614173,0.02044719
Army Guard,NG WH Ford Regional Tng Ctr,N/A,Kentucky,Active,56.82636697,17.56594333
Navy Active,Target B-20,N/A,Nevada,Active,31.23794144,64.2574269
Navy Active,Fleming Key Magazine,N/A,Florida,Active,4.6746964,0.46775883
Navy Active,Truman Annex,N/A,Florida,Active,2.29095564,0.15867621
Navy Active,NMIC Suitland,N/A,Maryland,Active,1.02296522,0.06409388
Navy Active,Camp Michael Monsoor,N/A,California,Active,17.73352767,5.29707288
Navy Active,NAVPMOSSP Magna Utah,N/A,Utah,Active,4.89750324,0.82999865
Navy Active,Tumon,Joint Region Marianas,Guam,Active,0.92803256,0.01730826
Navy Active,Kalaeloa,Joint Base Pearl Harbor - Hickam,Hawaii,Active,21.17704217,1.37444143
Navy Active,Keyport NUWC,N/A,Washington,Active,3.00972306,0.47731311
Army Active,Fort Myer,Joint Base Myer - Henderson Hall,Virginia,Active,4.68079801,0.42035691
Army Active,Stewart Annex,N/A,New York,Active,0.54336624,0.01577849
Army Reserve,Joliet USARC/JTA,N/A,Illinois,Active,11.83918838,5.58295189
Army Active,Fort Stewart,N/A,Georgia,Active,103.5555457,436.7186247
Navy Active,OLF Bronson,N/A,Florida,Active,5.88567119,1.57085256
Navy Active,Woolmarket (De Soto),N/A,Mississippi,Active,8.04069854,3.85768895
AF Active,Hanscom AFB,N/A,Massachusetts,Active,6.41800403,1.21215943
AF Active,Tinker Aerospace Complex,N/A,Oklahoma,Active,3.46725513,0.63548128
AF Active,USAF Academy Auxiliary Airfield,N/A,Colorado,Active,6.72971098,0.30681337
AF Active,Joint Base Charleston North Yard,Joint Base Charleston,South Carolina,Active,1.06825756,0.03300759
AF Guard,Charlotte/Douglas IAP,N/A,North Carolina,Active,1.92858881,0.16333019
Army Guard,NG Springfield (TS Cp Lincoln),N/A,Illinois,Active,2.46815507,0.2562384
Army Guard,NG Camp Bowie - Musgrave (Fed),N/A,Texas,Active,11.19145897,6.03023797
Army Guard,NG Camp Maxey,N/A,Texas,Active,22.80959661,10.32054302
Army Guard,NG MTA-L Camp Williams,N/A,Utah,Active,34.06452565,37.68674035
Army Guard,NG AASF Byrd Field,N/A,Virginia,Active,1.63505101,0.14217784
Army Guard,NG Ft Ruger,N/A,Hawaii,Active,4.54397973,0.49936256
Navy Active,Tanguisson Point,Joint Region Marianas,Guam,Active,0.9294717,0.04538742
Navy Active,Dryside,N/A,California,Active,4.73740202,0.50683241
Navy Active,National City,N/A,California,Active,0.73978875,0.02220507
Navy Active,NAVSUPPACT Monterey CA,N/A,California,Active,1.886148,0.20787741
Navy Active,Pumpkin Neck,N/A,Virginia,Active,9.10789486,2.5481702
AF Active,Los Angeles AFB,N/A,California,Active,1.26877697,0.09079747
Navy Active,NAVSUPPACT Mechanicsburg PA,N/A,Pennsylvania,Active,6.03099999,1.23362549
AF Active,King Salmon Airport,N/A,Alaska,Active,3.60386773,0.57246344
Army Active,Fort Sill,N/A,Oklahoma,Active,72.88549435,146.4460728
Army Active,Fort Benning GA,N/A,Georgia,Active,91.3953849,264.4117066
Army Active,Red River Army Depot,N/A,Texas,Active,21.66517594,23.31161452
Army Active,Fort Monmouth Main Post,N/A,New Jersey,Inactive,16.06671107,1.56333404
Army Active,Destin Moreno Point,N/A,Florida,Active,0.60143192,0.01995549
MC Active,MCSF Blount Island (FL),N/A,Florida,Active,5.37139127,1.42281536
MC Reserve,Brooklyn NY,N/A,New York,Active,1.82389359,0.14775903
Navy Active,Northwest Chesapeake VA,N/A,Virginia,Active,10.78732087,5.72972729
Navy Active,Naval Research Lab,N/A,District of Columbia,Active,2.8926428,0.21170459
Navy Active,FLC Fuel Depot Heckscher,N/A,Florida,Active,3.36317933,0.25929821
Navy Active,OLF Bravo,N/A,Mississippi,Active,11.64139593,2.23160698
AF Active,Eglin Air Force Auxiliary Field 6,N/A,Florida,Active,6.30215526,1.33629277
AF Active,Fort Eustis,N/A,Virginia,Active,27.5111714,12.28342762
AF Reserve,Pittsburgh IAP (ARS),N/A,Pennsylvania,Active,1.93084436,0.21399477
Army Guard,NG MTA Camp Clark Nevada,N/A,Missouri,Active,5.73416917,1.96980447
Army Guard,NG Arden Hills Army Training Site,N/A,Minnesota,Active,8.07315006,2.34352354
Navy Active,NOLF Silverhill,N/A,Alabama,Active,5.2584411,0.63128234
Navy Active,San Clemente IS NALF,N/A,California,Active,56.74950756,56.38476691
Navy Active,Long Beach Fuel Complex,N/A,California,Active,0.83959503,0.01730453
AF Active,Shaw AFB,N/A,South Carolina,Active,16.52208168,5.2533509
Army Active,Sierra Army Depot,N/A,California,Active,29.86914818,46.7340317
Army Active,Blue Grass Army Depot,N/A,Kentucky,Active,20.43117434,22.7775644
Army Active,Fort Bragg,N/A,North Carolina,Active,119.0317856,242.0215986
Army Active,Seward Recreation Area,N/A,Alaska,Active,0.58001148,0.01811696
Army Active,Badger AAP,N/A,Wisconsin,Inactive,23.29370997,2.28162594
Army Active,Fort Gillem,N/A,Georgia,Inactive,3.01426429,0.40587821
Navy Active,Fallbrook California,N/A,California,Active,16.7435591,13.90140875
Navy Active,NAVSUBASE New London CT,N/A,Connecticut,Active,6.63136239,0.95716958
Navy Active,"NAVBASE Guam, Naval Magazine",Joint Region Marianas,Guam,Active,0.56217199,0.01368181
Navy Active,CNI NAVMAG Indian Island,N/A,Washington,Active,14.00959272,4.6283563
AF Active,Arbuckle Airfield,N/A,Florida,Active,9.01432689,2.75252299
AF Active,Dare County Range,N/A,North Carolina,Active,38.0059666,72.85184075
AF Active,Melrose Air Force Range,N/A,New Mexico,Active,49.68520507,91.70461905
AF Guard,Reno Tahoe IAP,N/A,Nevada,Active,1.31415086,0.09400832
AF Guard,Rosecrans MAP (139AG),N/A,Missouri,Active,1.70570787,0.139619
AF Active,Medical Center Annex,Joint Base San Antonio,Texas,Active,2.72631071,0.30593066
Army Guard,NG Bismarck RJB Complex,N/A,North Dakota,Active,2.34698038,0.1309335
Army Guard,NG Esler Field,N/A,Louisiana,Active,9.28964789,3.3394484
Army Guard,NG RW Shepherd Hope Hull,N/A,Alabama,Active,2.13542644,0.10807432
Army Guard,NG SMD,N/A,Alabama,Active,1.24305785,0.10444374
Army Guard,NG MTA Camp Curtis Guil,N/A,Massachusetts,Active,7.30536322,1.09810373
Army Guard,NG AASF02 Birmingham,N/A,Alabama,Active,0.75405387,0.03481815
Army Guard,NG Training Site,N/A,New Hampshire,Active,2.31373291,0.16360676
Army Guard,NG Las Cruces,N/A,New Mexico,Active,2.17655116,0.14605195
Army Guard,NG Lincoln AASF/Readiness Center,N/A,Nebraska,Active,1.41407174,0.10204771
Army Guard,NG Lexington AASF No 1,N/A,Oklahoma,Active,4.03129299,0.47358548
Navy Active,CNIC PMRF Barking Sands HI,N/A,Hawaii,Active,23.93613131,13.83269188
Navy Active,Ford Island,Joint Base Pearl Harbor - Hickam,Hawaii,Active,4.07759376,0.69618895
Navy Active,NOLF Holley,N/A,Florida,Active,4.76609279,1.08474269
Navy Active,Naval Air Station Patuxent River,N/A,Maryland,Active,33.53586982,9.70071567
Navy Active,NSF Indian Head,N/A,Maryland,Active,15.98140022,3.17933201
Army Active,Tooele Army Depot South,N/A,Utah,Active,22.22066259,30.5748078
Army Active,Joliet AAP Elwood,N/A,Illinois,Inactive,7.88730633,0.93556163
Army Active,Goldberg Stagefield AL,N/A,Alabama,Active,1.74920071,0.1611586
Army Active,Wheeler Army Airfield,N/A,Hawaii,Active,8.3033019,2.15499542
Army Active,Milan AAP,N/A,Tennessee,Active,32.4607757,34.89137292
Army Active,Longhorn AAP,N/A,Texas,Inactive,22.00880125,2.27178501
Army Active,Camp Frank D Merrill,N/A,Georgia,Active,142.2491699,538.7929371
Navy Active,Allegany Ballistics Lab,N/A,West Virginia,Active,9.06818726,2.37061099
Navy Active,Nimitz Hill,Joint Region Marianas,Guam,Active,1.50769849,0.1087056
AF Active,White Bluff,N/A,Washington,Active,1.79215737,0.12879417
AF Active,The Barry M Goldwater Air Force Range,N/A,Arizona,Active,227.5686151,1640.940826
Army Guard,NG Hammond Airport,N/A,Louisiana,Active,2.06225862,0.15859909
Army Guard,NG MTA Clarks Hill Reservation,N/A,South Carolina,Active,13.51804618,1.35364902
Army Guard,NG Lane County AFRC FMS 5,N/A,Oregon,Active,0.98447716,0.03507817
Army Guard,NG Bog Brook Training Site,N/A,Maine,Active,5.18572211,0.32564175
Navy Active,San Pedro Fuel Depot,N/A,California,Active,3.64191759,0.52573713
Navy Active,Target 101 Shade Tree,N/A,California,Active,30.40928408,30.0504707
AF Active,Ramey AF Solar Observatory Research Site,N/A,Puerto Rico,Active,0.30330346,0.0044406
AF Active,Nellis Air Force Range,N/A,Nevada,Active,489.0933186,4513.483912
